RNA_VS_library	Mol_ID	DrugBank_molecule	Max_TC	DrugBank_ID
CCC(C)N(CC(=O)O)C(=O)C=1C=CC=C(C1)N2C=CN=N2	Z1603564439	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1OC=NC1C(=O)NC(C=2C=CC=CC2)C(C)C(=O)O	Z1603429395	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CC(C)=NN1CC=2C=CC=C(C2)C3=NOC(CCN4C=NC=N4)=N3	Z1170178971	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1CCCN(C1)C=2C=CC(=CN2)NC(=O)C3=CC(Cl)=CN3	Z1171516007	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC(C)=C(S1)C(=O)NCCC2=NC=3C(F)=CC=CC3N2C	Z1171851887	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=C(C=CN1)CNC(=O)CC=2C(C)=NC3=NC(N)=NN3C2C	Z271050062	NCCCNCCCCNCCCN	0.546875	DB00127
CSCC1CCCN(C1)C(=O)C=2C=CN=C(C2)C3=NC=CN3	Z2230317618	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1=CC=C(CNC(=O)C2CSC=3C=CC=CC3O2)O1	Z1445421108	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C1=CC(=NN1)C(=O)N2CCCCC2CCC(=O)O	Z1609740399	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN(C(C)=C1CN(C)C(=O)C=2C=C(O)C=C(C#N)C2)C=3C=CC=CC3C	Z1737128776	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(NC(=O)CSC2=NC=3C=C(F)C(F)=CC3N2)N(C)N1	Z278184528	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NC(=CS1)CN2CCC(CNC(=O)N(C)CC=3C=C(C)ON3)CC2	Z1177317724	NCCCNCCCCNCCCN	0.546875	DB00127
CC1CN(CCN2N=NC(=N2)C=3C=CC=CC3)CCO1	Z1818909203	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C(=O)NCC1CCCO1)N2CCCC(C2)C=3C=C(NN3)C(N)=O	Z1269652558	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)N=C3SC=CN3C	Z284504388	NCCCNCCCCNCCCN	0.546875	DB00127
NS(=O)(=O)C1=CC=C(O1)C(=O)NC2COC=3C=CC=CC32	Z942447584	NCCCNCCCCNCCCN	0.546875	DB00127
CC1(C)CC(NC=2N=CN=C3N=C(N)C=CC23)C(C)(C)O1	Z1615136545	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C=1N=CC=C(N1)NC(C)C=2N=CNN2	Z1615115039	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NSC=C1C(=O)NC[C@@H]2C[C@H](F)CN2CC3=CC=CS3	Z1759172052	NCCCNCCCCNCCCN	0.546875	DB00127
CN1CCCC=2C=C(C=CC21)CNC(=O)C=3N=CC=NC3N	Z943344946	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(CCC1=NC(=NO1)C2=NN=CN2)N3CCCC(CC3)C=4C=CC(F)=CC4	Z1617182169	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CC(=NN1)C2CCCN(CC3=NN=C(CC=4C=CC=CC4)O3)C2	Z1269669474	NCCCNCCCCNCCCN	0.546875	DB00127
CCN(CCNC=1C=C(C)N=C(N1)C=2C=CN=CC2)C=3C=CC=C(C)C3	Z951346752	NCCCNCCCCNCCCN	0.546875	DB00127
CC1(C)CN(CCO1)C(CNC(=O)C=2C=NN3C=CN=CC23)C=4C=CC(Cl)=CC4	Z1951804730	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=CC=NC1C(=O)NC=2C=CC(=NC2)N3C=NC=N3	Z340220018	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)NCC(C=3C=CSC3)N(C)C	Z343569910	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC=C(N1)NCC2CCCN2C(=O)C=3C=NC(=NC3N)C4CC4	Z2117736233	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CSC(=C1)C(=O)N2CCN(CC2)C3CCC3	Z1193051579	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=NC=2C=C(C=NC21)C(=O)N3CCN(CC3)C=4C=CC(F)=CN4	Z1625674919	NCCCNCCCCNCCCN	0.546875	DB00127
O=C1C(CCN1C=2C=CC(Cl)=CC2)NC3=NC=CN4C=NN=C34	Z1281729370	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1N=CC=CC1C(=O)N2CCN(CC2)C3CCCN(C=4C=NN(C)C4)C3=O	Z1625809744	NCCCNCCCCNCCCN	0.546875	DB00127
CC(=O)NC1=CNN=C1C2CCCN(C2)C(=O)C3=CC=CO3	Z1625848127	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC(=N1)SCC(=O)NC(C=2C=CN=CC2)C(C)C	Z1315019714	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NOC(CN2CCN(CCNC(=O)C3=CC=CO3)CC2)=N1	Z354732218	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1N=CN(N1)C2CCCN(C2)C=3C=CN=CC3Cl	Z1754360914	NCCCNCCCCNCCCN	0.546875	DB00127
O=C1NC=2C=C(C=CC2O1)NC3CCN(C3=O)C=4C=CC=C(C4)OC(F)(F)F	Z1199458591	NCCCNCCCCNCCCN	0.546875	DB00127
CC(CNC(=O)N1CCCC(C1)C2=NNC(=N2)C3CC3)N(C)C4CC4	Z1632219170	NCCCNCCCCNCCCN	0.546875	DB00127
N#CC1(CCCC1)C(=O)NCCNC(=O)C2=CC=NN2	Z1633945484	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=CC=NC1C(=O)NCC(C=2C(F)=CC=CC2Cl)N3CCCC3	Z384412388	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NC=1C=CC=C(C1)C2=NN=CN2)C3CCCN(C3)C=4N=CC=CN4	Z1203076517	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CC(=NN1)C2CCCN(CC(=O)NC3CCOCC3)C2	Z1269653396	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC2=CC(=O)NN2C(C)=C1CNC(=O)CCC=3C=NC=CC3	Z1203669460	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC2=CC(=O)NN2C(C)=C1CNC(=O)C=3C=NC=4C=CC=CC4N3	Z1203387252	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CSC(=N1)C=2C=CC(=CC2)NC(=O)C=3N=CC=NC3N	Z1207532966	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC(=N1)C=2C=CC(=CC2)NC(=O)C=3N=CC=NC3N	Z1207522079	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC(C)=C1S(=O)(=O)N(C)C(CC(C)(C)C)C(=O)O	Z1983685694	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NOC(CN2CCCC(C2)C=3C=C(NN3)C(N)=O)=N1	Z1269648380	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1NN=C(C(=O)NCC=2C=CC=CC2)C1C	Z1211673695	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=NC=C(N1)N2CCN(CCC=3C=CN=CC3)CC2	Z1212912130	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1NN=CC1C(=O)NC2CCN(CCN3CCOCC3)C2	Z1212594764	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CC(CC(C)NC(=O)C2=CC=3CCCOC3C=N2)=NN1	Z1644423760	NCCCNCCCCNCCCN	0.546875	DB00127
CN1N=CC(C(=O)NC[C@@H]2C[C@H](F)CN2CC3=CC=CS3)=C1N	Z1759170975	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC=C(C1)OC=2C=CC=CC2CNC=3C=CC4=NNC(=O)N4N3	Z1411080490	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C1=CN=C(CN2CCCC(C2)C=3C=C(NN3)C(N)=O)O1	Z1269653760	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)CC(N)C1=NOC(CC2=CNC=3N=CC=CC23)=N1	Z2442411036	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=CN=C1C(NC(=O)C=2C=CC(=CC2)C(N)=O)C=3C=CC=C(F)C3	Z167569732	NCCCNCCCCNCCCN	0.546875	DB00127
C1=CC(=NN1)C=2C=CC=3OC=NC3C2	Z2204888601	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC(CN(C)CC2CCC3=NC(=CN3C2)C(F)(F)F)=N1	Z2207003522	NCCCNCCCCNCCCN	0.546875	DB00127
NCC1CCCCN1C(=O)C2=CSC(=N2)C=3N=CC=CN3	Z2242905466	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=NC(=CN1)C(C)N2CCCC(C2)C=3C=CN=C(N)N3	Z2207061493	NCCCNCCCCNCCCN	0.546875	DB00127
CC(N)C1CCCN(C1)C(=O)C=2C=CC=C(C2)N3C=CC=N3	Z2242912290	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=C(F)C=C(C1)CNC(=O)NC2=NC=CO2	Z1780867273	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(F)(F)F.NC=1N=CC=C(N1)C2CCCN(C2)C3CCC=4C(Cl)=CC=CC43	Z7558912390	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C1=NC(=NO1)C=2C=CC=C(C2)C(F)(F)F)N3CCC(CC3)C4=NN=CN4	Z1362626451	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CC1=CC(=CS1)C(N)=O)CC2CCC3=NC=CN3C2	Z1757880284	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.C=CCN(CC(F)(F)F)C(=O)C1=CSC(CN)=N1	Z1458626407	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)CN1CCOCC1CC(O)C2=CC=CS2	Z1378838169	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1N=CN(N1)C2CCCN(C2)C(=O)C3CCCS3	Z1753122290	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NCC1=NN=C2CCCCCN12)C3=CC=C(S3)C=4C=CNN4	Z1869553779	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1N=C(C)C=C(N1)N2CC(C)(C)C2C=3C=CN=CC3	Z2212494133	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NOC(=N1)C(C)N2CCCC(C2)N3C=NC(=N3)C(N)=O	Z1755273396	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NCC1CCN2C=CN=C2C1)C=3C=CON3	Z1756485525	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=CN=C1CC2CCN(CC2)C(=O)C=3C=CN=C(C3)N4C=NC=N4	Z1479291246	NCCCNCCCCNCCCN	0.546875	DB00127
CCC(NC=1N=CN=C2N=C(N)C=CC12)C3=CC=CS3	Z1798370517	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C=CN=C1[C@H]2OCCC[C@@H]2NC=3N=CC(=CC3Cl)C(N)=O	Z1757752034	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=CC(=CC1)NC=2C=C(N=CN2)N3N=C(C)C=C3N	Z1359777705	NCCCNCCCCNCCCN	0.546875	DB00127
N#CC1=CC=C(CN2CCCC(C2)N3C=NC(=N3)C(N)=O)S1	Z1757678591	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=C(C=2C=CNC2N1)N(C)CC=3C=CNN3	Z1359529767	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NOC(C)=C1CN2CCC(C2)N(C)CC=3N=CC=C(N)N3	Z1759185014	NCCCNCCCCNCCCN	0.546875	DB00127
NCC1=NC(=NN1)C=2C=CC(=CC2)NC(=O)C3CCCN(C3)C=4N=CC=CN4	Z2441034538	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)(C)C1=NOC(CCC(=O)NC=2C=CC(=CC2)C3=NNC(CN)=N3)=N1	Z2441034759	NCCCNCCCCNCCCN	0.546875	DB00127
NCC1=NC(=NN1)C=2C=CC(=CC2)NC(=O)CCC3CCC3	Z2441031149	NCCCNCCCCNCCCN	0.546875	DB00127
OC(CC1CCCN1CC2=CC=C(O2)C3=CC=NN3)C4=CC=CO4	Z1922351937	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(CNC(=O)N2CCCC(C2)C3=NC(=CS3)C(F)(F)F)NN1	Z1470936116	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C1=NC=CN1CCC(=O)N2C[C@@H](O)C(C2)N(C)CC(=O)O	Z1762717022	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1C=C(N=CN1)C2=NOC(=N2)C=3C=C(C=CC3Cl)C=4C=CC=CN4	Z2234572281	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C1=NOC(CCNC(=O)C=2C(O)=CC(Cl)=CC2Cl)=N1	Z1356674927	NCCCNCCCCNCCCN	0.546875	DB00127
O=S(=O)(C1=NNC2=NC=CC=C12)N3CCCCC3	Z3402388840	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(N[C@@H]1C[C@H]1C=2C=CC=3C=CC=CC3C2)N4CCCC(C4)N5C=NC=N5	Z1976365823	NCCCNCCCCNCCCN	0.546875	DB00127
CC1(CCC(C1)N2CCCC(C2)N3C=NC(=N3)C(N)=O)C=4C=CC=CC4	Z1784123025	NCCCNCCCCNCCCN	0.546875	DB00127
CC(F)(F)C1(CCOCC1)C(=O)O	Z3035570842	NCCCNCCCCNCCCN	0.546875	DB00127
[Na+].CC(C)C(C([O-])=O)C=1N=CNN1	Z3071943584	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)(C)C1=CN=C(NC(=O)NCC=2C=CN=C(C2)N3CCCCC3)S1	Z1278400474	NCCCNCCCCNCCCN	0.546875	DB00127
CC1CN(CC=2N=CC=C(N)N2)CC(O1)C=3C=CSC3	Z1492825513	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC(=CS1)C2=CNC(=C2)C(=O)NC=3C=NN(C3)C(C)(C)C(=O)O	Z1991857659	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=CC(=NN1)C(=O)NC=2C=CC=3OC(=CC3C2)C(=O)O	Z1991763148	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC(=CC1)C=2C=C(NN2)C3=NC(=NO3)[C@H]4CN5CCCCC5CO4	Z1891641360	NCCCNCCCCNCCCN	0.546875	DB00127
CC(=O)N1CCC(CNC(=O)NC2=CN(C)N=C2C(F)(F)F)CC1	Z1780802897	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C(CN2C=C(N=N2)C(N)=O)=NC=3C(F)=CC=CC31	Z1480685214	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1C=CC(=CN1)C(=O)N2CCC(CC2)C3=NC=C4CCCCN34	Z1928997413	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1(CNC(=O)CC2=COC(=N2)C=3C=CC(Cl)=CC3)CC1	Z2256307882	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C1=CSN=N1)N2CCC(CC2)C3=NOC(=N3)C=4C=CC=CC4	Z2271771395	NCCCNCCCCNCCCN	0.546875	DB00127
CN(C=1N=CC(Br)=CC1C#N)C2CCN(CC2)C=3C=NC=CN3	Z2272539463	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NNC(=O)C(CNC(=O)NC2=NC(=CS2)CC(F)(F)F)=C1CC	Z2295356800	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC(CN2CCC(CC2)C(O)C=3C=C(F)C=CC3F)=N1	Z2313319519	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.NCC1=C(SC=2C=CSC12)C(=O)O	Z2901983933	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C=1C=CC=CC1C2CCN(CC2)C(=O)NC3CCC=4C=NNC4C3	Z2353341778	NCCCNCCCCNCCCN	0.546875	DB00127
CCOC1COCCC1NC2=CC=CC(=N2)C(=O)O	Z2358658368	NCCCNCCCCNCCCN	0.546875	DB00127
COC1(CCN(CC1)C(=O)NC(C)C=2C=CC=3NN=CC3C2)C(F)(F)F	Z2359673148	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(C=CN1)NC(=O)N2C[C@@H](C(=O)O)[C@@H](C2)C(F)(F)F	Z2362282281	NCCCNCCCCNCCCN	0.546875	DB00127
C1=CC(=CS1)C=2N=NN(CCN3CC4CCC(C3)O4)N2	Z2365101763	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=CC(C2=NOC(=N2)C3CC4C=CC3C4)=C(N)N1	Z2370191883	NCCCNCCCCNCCCN	0.546875	DB00127
CN1N=NC(CNCC(O)C=2C(F)=CC=CC2F)=N1	Z2373843008	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN(C)C=2N=CC=C(C12)N3CCCC(C3)C(=O)NCCN	Z2376771007	NCCCNCCCCNCCCN	0.546875	DB00127
CCN(CC)CCSCC(=O)NC=1NN=C(C)C1Br	Z2379494611	NCCCNCCCCNCCCN	0.546875	DB00127
OC(CN1CCC(C1)NC=2C=CC3=NC=CN3N2)C(F)(F)F	Z2379564927	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CN=C(N1)NCCOC=2C=NC=C(Cl)C2	Z2379567035	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(CCN1CCCC1C2=NN=CN2)NC=3C=CC(F)=CC3	Z2379569452	NCCCNCCCCNCCCN	0.546875	DB00127
CC(CCNC=1C=NC(F)=CN1)NC(=O)OC(C)(C)C	Z2379571296	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=CN=C1[C@@H]2OCC[C@H]2CNC=3N=CN=C4C3C=NN4C	Z2381772832	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C(=O)CC[C@H](CNC(=O)C=2C=NNC2)[C@H]1C3=NC=CN3C	Z2382507391	NCCCNCCCCNCCCN	0.546875	DB00127
COCC1=CC(=NO1)C2CN(CC(O)CC3=CC=C4C=CC=CC4=C3)C2	Z2383595919	NCCCNCCCCNCCCN	0.546875	DB00127
CO[C@@H]1CN(C[C@H]1C2=CNN=N2)C(C)CCC3=CC=CC(F)=C3	Z2384098316	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)N1N=CC=C1CNC=2C=CC=3C=CNC(=O)C3C2	Z2385020791	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C=C(C=N1)CCN2CCCC(O)(CC(N)=O)C2	Z2385056090	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1N=CC=C1CCN2CCCC(O)(CC3=NC(C)=NO3)C2	Z2385071193	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C(CCN2CCN(CC2)C3(CCOC3)C(=O)O)=NC=4C=CC=CC41	Z2387290373	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1CN2C(=O)NN=C2CN1CC3=NC=4C=CC=CC4S3	Z2387446223	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1C=CC(=NN1)C2CCCN2CC=3C=CON3	Z2448407767	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN=C(O1)[C@H]2CN(CC3=NC=C(O3)C=4C=CC(C)=CC4)C[C@@H](C)O2	Z2389346441	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)N1N=CC=C1CN2CCCC2C=3C=CC(N)=NN3	Z2445146406	NCCCNCCCCNCCCN	0.546875	DB00127
CO[C@@H]1CN(C[C@H]1C2=CNN=N2)C(=O)CC3=CC=C4C=NNC4=C3	Z2392559861	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)N1C=C(C=N1)CN2CCN(CC2)C3(CCOC3)C(=O)O	Z2396503104	NCCCNCCCCNCCCN	0.546875	DB00127
COCC1(CCCN1CC2=CC=C(C)O2)C(=O)O	Z2396506507	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CSC(=C1)C(=O)N[C@@H]2CCC[C@@H]2N3CCC(O)C3	Z2397681813	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN(CCOC=2C=CC=CC2C(=O)O)C(=O)C(CO)=C1C	Z2398586071	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C[C@@H]2CCCN(C(=O)C3=CC=C4N=CNC4=N3)[C@@H]2C1	Z2408101659	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=NC=CC1CCN2CCC(C2)N3C=C(N=N3)C(N)=O	Z2436954351	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1=CN=C(S1)N2CCC[C@@H]2CO	Z2453157152	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(C=1C=CC(F)=CC1)N2CCC(C2)C=3C=CC=NC3	Z2482887740	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(C=1C=CC=C(Cl)C1Cl)N2CCC(C2)C=3C=CC=NC3	Z2482887865	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CC(CN(C)C(C(=O)O)C2=CC=CC=C2C)=NO1	Z2482901691	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC=C(CN(C)C(C(=O)O)C=2C=CSC2)S1	Z2482917266	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CCN1C=CC=N1)C(C(=O)O)C=2C=CSC2	Z2482990141	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(OC1C(=O)O)C(C)N2CCC(CN3CCCCC3=O)CC2	Z2483017656	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC=CC1C(C(=O)O)N2CCCC(C2)N3C=CN=N3	Z2483032834	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(C=1C=CC=NC1)N2CCC(CC2)C3=NC=4CCCCC4S3	Z2483070923	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1OC(=CC1C(=O)O)CN(C)CC2=CNN=N2	Z2483126318	NCCCNCCCCNCCCN	0.546875	DB00127
CC1(CCCN1CC2=NC(CC(F)(F)F)=NO2)C(=O)O	Z2483298373	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(CN(CC(=O)O)CC2=CC=C(Cl)S2)ON1	Z2483369659	NCCCNCCCCNCCCN	0.546875	DB00127
CN1N=CN=C1N2CCC(C2)NC=3N=CC=CN3	Z2492092925	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NOC(=N1)C(C)N(C)CC2=CSC(=N2)C=3C=CC=C(C3)C(=O)O	Z2506419648	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC(C)=C(O1)C(=O)NC(CC(=O)O)C(F)(F)F	Z2519128570	NCCCNCCCCNCCCN	0.546875	DB00127
CN(C)C1CCN(CCN2C=C(N=N2)C3=CC=NN3)C1	Z2527321843	NCCCNCCCCNCCCN	0.546875	DB00127
COC(=O)C1=CSC=2C(=O)N=C(N)NC12	Z2590403693	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CN=C(CN(C(C)C(=O)O)C2CCC2)S1	Z2597401258	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN=C(CN(C)C(C(=O)O)C=2C=CC=CC2Br)S1	Z2597425862	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN=C(CN(C)C(C(=O)O)C=2C=CC=CC2F)S1	Z2597425879	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN=C(CN(C)C(=O)NC=2C=CC=CC2CN(C)C(=O)C3=CC=CS3)O1	Z2621247380	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(C=1C=CN=C2NC(=O)CC12)N3CCC(C3)C=4C=CC=CC4	Z2625646167	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(F)(F)F.CN1CCCN(CCCNC(=O)C2=NC=CC=3OC=CC23)CC1	Z4879349922	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1C=CSC1NC(=O)CN2C(=O)C(=O)N(CC=3C=CC=CC3)C2=O	Z54464987	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC(CN2CCCC(C2)N(C)CC(=O)NC=3C=CN=CC3)=NO1	Z1139335457	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(C=1C=NN(C1N2C=CC=C2)C=3C=CC=C(C3)C(F)(F)F)N4CCOCC4	Z337739544	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CSC(=N1)N2CCCN(CC2)C(C(N)=O)C=3C=CC=CC3	Z821924990	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C(=O)NC=1SC=CC1C(N)=O)N2CCC(CC2)C=3C=NNC3	Z989566688	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NNC(=N1)C2CN(CC(=O)NCCC=3C=CSC3)CCO2	Z1268950398	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=NOC(=N1)C2CCCN2CCCN3CCOCC3	Z1759887352	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C=C(C=N1)[C@H]2OCC[C@@H]2C(=O)NC3=NN=C(C)N3C	Z1756301995	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NCCNC=1N=CC=CN1)C=2C=CN=C(C2)N3C=NC=N3	Z806237700	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NNC(=N1)C2CN(CCO2)C(=O)C(C)CC=3C(C)=NOC3C	Z1268772316	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NC(=NN1)C=2C=CC(=CC2)C(=O)NCC(C)CN3C=CC=N3	Z1463537740	NCCCNCCCCNCCCN	0.546875	DB00127
N#CCCN1C=C(C(=O)O)C(=N1)C2=CC=CS2	Z57023734	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC(F)=C(C1)N2N=NN=C2CN3C=C(C=CC3=O)[N+]([O-])=O	Z1098347123	NCCCNCCCCNCCCN	0.546875	DB00127
CN(C)C=1N=CC=CC1CNC(=O)C2CC(=O)N(CC=3C=CC=CN3)C2	Z408812052	NCCCNCCCCNCCCN	0.546875	DB00127
CC(CN1C=CN=C1)NC(=O)C2CCCN(C2)C(=O)C=3C=COC3	Z403714768	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CC1=CSC=2C=CC=CC12)C(=O)C=3C=CN=C(C3)N4C=CN=C4	Z767113024	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NC=1C=CC=2CNC(=O)C2C1)C3CCN4C=NC=C4C3	Z1546497714	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)NC=1C=CC=C(C1)C(=O)NC(C=2C=CC=CC2)C=3C=CN=CC3	Z71142877	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC(=CC1)C2=NOC(CN3CCCC3C=4C=NN(C)C4)=N2	Z1103241824	NCCCNCCCCNCCCN	0.546875	DB00127
OC1CC(C=2C=CC=C(F)C2)N(CC3=NN=NN3CC(F)(F)F)C1	Z1994556301	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1C=CN=C(CN2CC(O)CC2C=3C=CC=C(C3)C(F)(F)F)N1	Z1498715575	NCCCNCCCCNCCCN	0.546875	DB00127
OC1(CCCN(CC=CC=2C=CC(F)=CC2F)C1)C3=CNN=N3	Z2053107326	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=CC=C(C1)OCCN2CCCC(O)(CN3C=CN=N3)C2	Z2053376162	NCCCNCCCCNCCCN	0.546875	DB00127
